2.15000000000000e+02,2.12000000000000e+02,2.29000000000000e+02,2.53000000000000e+02,2.54000000000000e+02,2.35000000000000e+02
2.12000000000000e+02,2.29000000000000e+02,2.53000000000000e+02,2.54000000000000e+02,2.35000000000000e+02,2.39000000000000e+02
2.29000000000000e+02,2.53000000000000e+02,2.54000000000000e+02,2.35000000000000e+02,2.39000000000000e+02,2.41000000000000e+02
2.53000000000000e+02,2.54000000000000e+02,2.35000000000000e+02,2.39000000000000e+02,2.41000000000000e+02,2.52000000000000e+02
2.54000000000000e+02,2.35000000000000e+02,2.39000000000000e+02,2.41000000000000e+02,2.52000000000000e+02,2.53000000000000e+02
2.35000000000000e+02,2.39000000000000e+02,2.41000000000000e+02,2.52000000000000e+02,2.53000000000000e+02,2.57000000000000e+02
2.39000000000000e+02,2.41000000000000e+02,2.52000000000000e+02,2.53000000000000e+02,2.57000000000000e+02,2.53000000000000e+02
2.41000000000000e+02,2.52000000000000e+02,2.53000000000000e+02,2.57000000000000e+02,2.53000000000000e+02,2.73000000000000e+02
2.52000000000000e+02,2.53000000000000e+02,2.57000000000000e+02,2.53000000000000e+02,2.73000000000000e+02,3.20000000000000e+02
2.53000000000000e+02,2.57000000000000e+02,2.53000000000000e+02,2.73000000000000e+02,3.20000000000000e+02,2.95000000000000e+02
2.57000000000000e+02,2.53000000000000e+02,2.73000000000000e+02,3.20000000000000e+02,2.95000000000000e+02,3.24000000000000e+02
2.53000000000000e+02,2.73000000000000e+02,3.20000000000000e+02,2.95000000000000e+02,3.24000000000000e+02,3.41000000000000e+02
2.73000000000000e+02,3.20000000000000e+02,2.95000000000000e+02,3.24000000000000e+02,3.41000000000000e+02,3.43000000000000e+02
3.20000000000000e+02,2.95000000000000e+02,3.24000000000000e+02,3.41000000000000e+02,3.43000000000000e+02,3.71000000000000e+02
2.95000000000000e+02,3.24000000000000e+02,3.41000000000000e+02,3.43000000000000e+02,3.71000000000000e+02,4.15000000000000e+02
3.24000000000000e+02,3.41000000000000e+02,3.43000000000000e+02,3.71000000000000e+02,4.15000000000000e+02,4.71000000000000e+02
3.41000000000000e+02,3.43000000000000e+02,3.71000000000000e+02,4.15000000000000e+02,4.71000000000000e+02,4.46000000000000e+02
3.43000000000000e+02,3.71000000000000e+02,4.15000000000000e+02,4.71000000000000e+02,4.46000000000000e+02,4.39000000000000e+02
3.71000000000000e+02,4.15000000000000e+02,4.71000000000000e+02,4.46000000000000e+02,4.39000000000000e+02,4.09000000000000e+02
4.15000000000000e+02,4.71000000000000e+02,4.46000000000000e+02,4.39000000000000e+02,4.09000000000000e+02,4.07000000000000e+02
4.71000000000000e+02,4.46000000000000e+02,4.39000000000000e+02,4.09000000000000e+02,4.07000000000000e+02,4.19000000000000e+02
4.46000000000000e+02,4.39000000000000e+02,4.09000000000000e+02,4.07000000000000e+02,4.19000000000000e+02,4.25000000000000e+02
4.39000000000000e+02,4.09000000000000e+02,4.07000000000000e+02,4.19000000000000e+02,4.25000000000000e+02,4.54000000000000e+02
4.09000000000000e+02,4.07000000000000e+02,4.19000000000000e+02,4.25000000000000e+02,4.54000000000000e+02,4.39000000000000e+02
4.07000000000000e+02,4.19000000000000e+02,4.25000000000000e+02,4.54000000000000e+02,4.39000000000000e+02,4.45000000000000e+02
4.19000000000000e+02,4.25000000000000e+02,4.54000000000000e+02,4.39000000000000e+02,4.45000000000000e+02,4.71000000000000e+02
4.25000000000000e+02,4.54000000000000e+02,4.39000000000000e+02,4.45000000000000e+02,4.71000000000000e+02,4.59000000000000e+02
4.54000000000000e+02,4.39000000000000e+02,4.45000000000000e+02,4.71000000000000e+02,4.59000000000000e+02,4.58000000000000e+02
4.39000000000000e+02,4.45000000000000e+02,4.71000000000000e+02,4.59000000000000e+02,4.58000000000000e+02,4.09000000000000e+02
4.45000000000000e+02,4.71000000000000e+02,4.59000000000000e+02,4.58000000000000e+02,4.09000000000000e+02,3.74000000000000e+02
4.71000000000000e+02,4.59000000000000e+02,4.58000000000000e+02,4.09000000000000e+02,3.74000000000000e+02,3.85000000000000e+02
4.59000000000000e+02,4.58000000000000e+02,4.09000000000000e+02,3.74000000000000e+02,3.85000000000000e+02,3.75000000000000e+02
4.58000000000000e+02,4.09000000000000e+02,3.74000000000000e+02,3.85000000000000e+02,3.75000000000000e+02,3.76000000000000e+02
4.09000000000000e+02,3.74000000000000e+02,3.85000000000000e+02,3.75000000000000e+02,3.76000000000000e+02,3.91000000000000e+02
3.74000000000000e+02,3.85000000000000e+02,3.75000000000000e+02,3.76000000000000e+02,3.91000000000000e+02,3.95000000000000e+02
3.85000000000000e+02,3.75000000000000e+02,3.76000000000000e+02,3.91000000000000e+02,3.95000000000000e+02,3.89000000000000e+02
3.75000000000000e+02,3.76000000000000e+02,3.91000000000000e+02,3.95000000000000e+02,3.89000000000000e+02,3.71000000000000e+02
3.76000000000000e+02,3.91000000000000e+02,3.95000000000000e+02,3.89000000000000e+02,3.71000000000000e+02,3.68000000000000e+02
3.91000000000000e+02,3.95000000000000e+02,3.89000000000000e+02,3.71000000000000e+02,3.68000000000000e+02,3.81000000000000e+02
3.95000000000000e+02,3.89000000000000e+02,3.71000000000000e+02,3.68000000000000e+02,3.81000000000000e+02,3.74000000000000e+02
3.89000000000000e+02,3.71000000000000e+02,3.68000000000000e+02,3.81000000000000e+02,3.74000000000000e+02,3.80000000000000e+02
3.71000000000000e+02,3.68000000000000e+02,3.81000000000000e+02,3.74000000000000e+02,3.80000000000000e+02,3.98000000000000e+02
3.68000000000000e+02,3.81000000000000e+02,3.74000000000000e+02,3.80000000000000e+02,3.98000000000000e+02,4.06000000000000e+02
3.81000000000000e+02,3.74000000000000e+02,3.80000000000000e+02,3.98000000000000e+02,4.06000000000000e+02,3.71000000000000e+02
3.74000000000000e+02,3.80000000000000e+02,3.98000000000000e+02,4.06000000000000e+02,3.71000000000000e+02,3.71000000000000e+02
3.80000000000000e+02,3.98000000000000e+02,4.06000000000000e+02,3.71000000000000e+02,3.71000000000000e+02,3.83000000000000e+02
3.98000000000000e+02,4.06000000000000e+02,3.71000000000000e+02,3.71000000000000e+02,3.83000000000000e+02,3.77000000000000e+02
4.06000000000000e+02,3.71000000000000e+02,3.71000000000000e+02,3.83000000000000e+02,3.77000000000000e+02,3.90000000000000e+02
