82587,3388900000
38897,3585100000
47109,4170300000
40930,4296800000
35113,4849800000
31598,4518800000
37727,4610900000
40993,4918900000
36563,4817300000
36614,5525000000
29718,5411700000
19154,5685300000
65294,5810000000
34933,5216000000
32542,4982000000
41847,5832000000
42158,6241000000
36645,5391000000
43349,7038700000
37819,7415000000
41238,6980000000
37683,6263000000
26426,5099000000
15134,4320000000
57729,3730000000
30228,3940900000
31179,4191800000
31054,5088000000
31468,5138000000
33783,5161000000
36483,4895000000
33473,4894900000
35895,4581000000
31208,4838700000
29715,4933400000
18713,4851500000
61945,4423000000
35379,4059900000
43535,4714200000
39074,6221600000
38521,6521400000
40205,6353100000
44155,6004100000
42564,6368500000
49379,6400800000
39533,5884400000
41611,5963600000
30593,5585100000
77933,5255000000
46428,5487400000
52067,6159100000
49488,7150800000
50589,8082600000
58944,7939800000
55205,7303700000
62217,8420300000
65641,7797800000
55829,7504300000
51314,6612900000
29543,6337000000
90074,5625000000
45226,6003400000
62874,6197100000
45833,6713200000
58730,7420000000
54186,7009400000
57322,7643700000
57490,7701300000
48201,6793400000
51375,6882100000
41362,6642900000
26536,6295000000
82593,5664900000
48175,5743000000
57039,5968300000
61244,7565200000
70136,8429000000
55209,7550900000
66297,7827900000
62388,7734900000
64066,6994900000
65713,7271000000
45702,6829000000
36782,5447000000
85337,5231000000
44880,5393000000
38988,5253000000
40698,6476700000
43234,7178000000
39477,7288000000
47458,6723000000
45272,6599000000
44971,6016000000
39947,5967000000
28363,5279000000
21381,4573000000
49886,3797000000
31713,3867000000
36172,4390000000
38634,5146000000
35248,5202000000
41811,6039000000
44819,5567000000
40859,5131000000
49023,5169000000
44305,5032000000
37316,4000000000
23008,3411000000
42900,3875000000
36788,4143000000
43908,4424000000
45160,4743000000
44184,5371000000
39445,5285000000
48209,4980000000
54326,5759000000

