9.00093408059781e-01,3.17093674939952e-01,4.26674673071791e-01,3.44222044302108e-01,2.66599946623966e-01,2.19695756605284e-01,3.01481184947958e-01,3.45062716840139e-01,2.85948759007206e-01,2.86629303442754e-01,1.94609020549773e-01,5.36429143314652e-02,0.00000000000000e+00,3.89277990516061e-02,1.55036606416539e-01,1.80135314775500e-01,2.89855360012698e-01,2.24182059879764e-01,2.42455506835182e-01,3.03565405448305e-01,2.83407075256443e-01,4.23820955933414e-01,4.01341243229301e-01,4.55625880438880e-01,5.80722410696468e-02,2.60826182398723e-02,1.52085412093395e-01,7.99840351227300e-02,1.76032727998403e-01,1.83376571542606e-01,2.92516463779685e-01,3.88405507882658e-01,2.60027938535222e-01,3.47315905008980e-01,3.44122929554979e-01,2.43723807623229e-01,6.69335468374700e-01,2.64198025086736e-01,2.32292500667200e-01,3.56458500133440e-01,3.60608486789432e-01,2.87042967707499e-01
3.17093674939952e-01,4.26674673071791e-01,3.44222044302108e-01,2.66599946623966e-01,2.19695756605284e-01,3.01481184947958e-01,3.45062716840139e-01,2.85948759007206e-01,2.86629303442754e-01,1.94609020549773e-01,5.36429143314652e-02,6.69335468374700e-01,3.89277990516061e-02,1.55036606416539e-01,1.80135314775500e-01,2.89855360012698e-01,2.24182059879764e-01,2.42455506835182e-01,3.03565405448305e-01,2.83407075256443e-01,4.23820955933414e-01,4.01341243229301e-01,4.55625880438880e-01,4.80367453026726e-01,2.60826182398723e-02,1.52085412093395e-01,7.99840351227300e-02,1.76032727998403e-01,1.83376571542606e-01,2.92516463779685e-01,3.88405507882658e-01,2.60027938535222e-01,3.47315905008980e-01,3.44122929554979e-01,2.43723807623229e-01,3.62801835960886e-01,2.64198025086736e-01,2.32292500667200e-01,3.56458500133440e-01,3.60608486789432e-01,2.87042967707499e-01,3.76501200960769e-01
4.26674673071791e-01,3.44222044302108e-01,2.66599946623966e-01,2.19695756605284e-01,3.01481184947958e-01,3.45062716840139e-01,2.85948759007206e-01,2.86629303442754e-01,1.94609020549773e-01,5.36429143314652e-02,6.69335468374700e-01,2.64198025086736e-01,1.55036606416539e-01,1.80135314775500e-01,2.89855360012698e-01,2.24182059879764e-01,2.42455506835182e-01,3.03565405448305e-01,2.83407075256443e-01,4.23820955933414e-01,4.01341243229301e-01,4.55625880438880e-01,4.80367453026726e-01,3.62512648558560e-01,1.52085412093395e-01,7.99840351227300e-02,1.76032727998403e-01,1.83376571542606e-01,2.92516463779685e-01,3.88405507882658e-01,2.60027938535222e-01,3.47315905008980e-01,3.44122929554979e-01,2.43723807623229e-01,3.62801835960886e-01,3.08920375174616e-01,2.32292500667200e-01,3.56458500133440e-01,3.60608486789432e-01,2.87042967707499e-01,3.76501200960769e-01,3.02708833733654e-01
3.44222044302108e-01,2.66599946623966e-01,2.19695756605284e-01,3.01481184947958e-01,3.45062716840139e-01,2.85948759007206e-01,2.86629303442754e-01,1.94609020549773e-01,5.36429143314652e-02,6.69335468374700e-01,2.64198025086736e-01,2.32292500667200e-01,1.80135314775500e-01,2.89855360012698e-01,2.24182059879764e-01,2.42455506835182e-01,3.03565405448305e-01,2.83407075256443e-01,4.23820955933414e-01,4.01341243229301e-01,4.55625880438880e-01,4.80367453026726e-01,3.62512648558560e-01,3.16084998313526e-01,7.99840351227300e-02,1.76032727998403e-01,1.83376571542606e-01,2.92516463779685e-01,3.88405507882658e-01,2.60027938535222e-01,3.47315905008980e-01,3.44122929554979e-01,2.43723807623229e-01,3.62801835960886e-01,3.08920375174616e-01,2.99940131710237e-01,3.56458500133440e-01,3.60608486789432e-01,2.87042967707499e-01,3.76501200960769e-01,3.02708833733654e-01,3.48331998932479e-01
2.66599946623966e-01,2.19695756605284e-01,3.01481184947958e-01,3.45062716840139e-01,2.85948759007206e-01,2.86629303442754e-01,1.94609020549773e-01,5.36429143314652e-02,6.69335468374700e-01,2.64198025086736e-01,2.32292500667200e-01,3.56458500133440e-01,2.89855360012698e-01,2.24182059879764e-01,2.42455506835182e-01,3.03565405448305e-01,2.83407075256443e-01,4.23820955933414e-01,4.01341243229301e-01,4.55625880438880e-01,4.80367453026726e-01,3.62512648558560e-01,3.16084998313526e-01,4.84732445784806e-01,1.76032727998403e-01,1.83376571542606e-01,2.92516463779685e-01,3.88405507882658e-01,2.60027938535222e-01,3.47315905008980e-01,3.44122929554979e-01,2.43723807623229e-01,3.62801835960886e-01,3.08920375174616e-01,2.99940131710237e-01,4.53003392536420e-01,3.60608486789432e-01,2.87042967707499e-01,3.76501200960769e-01,3.02708833733654e-01,3.48331998932479e-01,3.00894048572191e-01
2.19695756605284e-01,3.01481184947958e-01,3.45062716840139e-01,2.85948759007206e-01,2.86629303442754e-01,1.94609020549773e-01,5.36429143314652e-02,6.69335468374700e-01,2.64198025086736e-01,2.32292500667200e-01,3.56458500133440e-01,3.60608486789432e-01,2.24182059879764e-01,2.42455506835182e-01,3.03565405448305e-01,2.83407075256443e-01,4.23820955933414e-01,4.01341243229301e-01,4.55625880438880e-01,4.80367453026726e-01,3.62512648558560e-01,3.16084998313526e-01,4.84732445784806e-01,5.65881629332751e-01,1.83376571542606e-01,2.92516463779685e-01,3.88405507882658e-01,2.60027938535222e-01,3.47315905008980e-01,3.44122929554979e-01,2.43723807623229e-01,3.62801835960886e-01,3.08920375174616e-01,2.99940131710237e-01,4.53003392536420e-01,5.06884853322690e-01,2.87042967707499e-01,3.76501200960769e-01,3.02708833733654e-01,3.48331998932479e-01,3.00894048572191e-01,1.50680544435548e-01
3.01481184947958e-01,3.45062716840139e-01,2.85948759007206e-01,2.86629303442754e-01,1.94609020549773e-01,5.36429143314652e-02,6.69335468374700e-01,2.64198025086736e-01,2.32292500667200e-01,3.56458500133440e-01,3.60608486789432e-01,2.87042967707499e-01,2.42455506835182e-01,3.03565405448305e-01,2.83407075256443e-01,4.23820955933414e-01,4.01341243229301e-01,4.55625880438880e-01,4.80367453026726e-01,3.62512648558560e-01,3.16084998313526e-01,4.84732445784806e-01,5.65881629332751e-01,3.97234181861471e-01,2.92516463779685e-01,3.88405507882658e-01,2.60027938535222e-01,3.47315905008980e-01,3.44122929554979e-01,2.43723807623229e-01,3.62801835960886e-01,3.08920375174616e-01,2.99940131710237e-01,4.53003392536420e-01,5.06884853322690e-01,5.06286170425065e-01,3.76501200960769e-01,3.02708833733654e-01,3.48331998932479e-01,3.00894048572191e-01,1.50680544435548e-01,0.00000000000000e+00
3.45062716840139e-01,2.85948759007206e-01,2.86629303442754e-01,1.94609020549773e-01,5.36429143314652e-02,6.69335468374700e-01,2.64198025086736e-01,2.32292500667200e-01,3.56458500133440e-01,3.60608486789432e-01,2.87042967707499e-01,3.76501200960769e-01,3.03565405448305e-01,2.83407075256443e-01,4.23820955933414e-01,4.01341243229301e-01,4.55625880438880e-01,4.80367453026726e-01,3.62512648558560e-01,3.16084998313526e-01,4.84732445784806e-01,5.65881629332751e-01,3.97234181861471e-01,7.24152298565505e-01,3.88405507882658e-01,2.60027938535222e-01,3.47315905008980e-01,3.44122929554979e-01,2.43723807623229e-01,3.62801835960886e-01,3.08920375174616e-01,2.99940131710237e-01,4.53003392536420e-01,5.06884853322690e-01,5.06286170425065e-01,6.74176811015765e-01,3.02708833733654e-01,3.48331998932479e-01,3.00894048572191e-01,1.50680544435548e-01,0.00000000000000e+00,5.68388043768348e-01
2.85948759007206e-01,2.86629303442754e-01,1.94609020549773e-01,5.36429143314652e-02,6.69335468374700e-01,2.64198025086736e-01,2.32292500667200e-01,3.56458500133440e-01,3.60608486789432e-01,2.87042967707499e-01,3.76501200960769e-01,3.02708833733654e-01,2.83407075256443e-01,4.23820955933414e-01,4.01341243229301e-01,4.55625880438880e-01,4.80367453026726e-01,3.62512648558560e-01,3.16084998313526e-01,4.84732445784806e-01,5.65881629332751e-01,3.97234181861471e-01,7.24152298565505e-01,7.98813515604849e-01,2.60027938535222e-01,3.47315905008980e-01,3.44122929554979e-01,2.43723807623229e-01,3.62801835960886e-01,3.08920375174616e-01,2.99940131710237e-01,4.53003392536420e-01,5.06884853322690e-01,5.06286170425065e-01,6.74176811015765e-01,4.97305926960686e-01,3.48331998932479e-01,3.00894048572191e-01,1.50680544435548e-01,0.00000000000000e+00,5.68388043768348e-01,2.01414464905258e-01
2.86629303442754e-01,1.94609020549773e-01,5.36429143314652e-02,6.69335468374700e-01,2.64198025086736e-01,2.32292500667200e-01,3.56458500133440e-01,3.60608486789432e-01,2.87042967707499e-01,3.76501200960769e-01,3.02708833733654e-01,3.48331998932479e-01,4.23820955933414e-01,4.01341243229301e-01,4.55625880438880e-01,4.80367453026726e-01,3.62512648558560e-01,3.16084998313526e-01,4.84732445784806e-01,5.65881629332751e-01,3.97234181861471e-01,7.24152298565505e-01,7.98813515604849e-01,7.12505704251900e-01,3.47315905008980e-01,3.44122929554979e-01,2.43723807623229e-01,3.62801835960886e-01,3.08920375174616e-01,2.99940131710237e-01,4.53003392536420e-01,5.06884853322690e-01,5.06286170425065e-01,6.74176811015765e-01,4.97305926960686e-01,5.29036120534823e-01,3.00894048572191e-01,1.50680544435548e-01,0.00000000000000e+00,5.68388043768348e-01,2.01414464905258e-01,2.14104617026955e-01
1.94609020549773e-01,5.36429143314652e-02,6.69335468374700e-01,2.64198025086736e-01,2.32292500667200e-01,3.56458500133440e-01,3.60608486789432e-01,2.87042967707499e-01,3.76501200960769e-01,3.02708833733654e-01,3.48331998932479e-01,3.00894048572191e-01,4.01341243229301e-01,4.55625880438880e-01,4.80367453026726e-01,3.62512648558560e-01,3.16084998313526e-01,4.84732445784806e-01,5.65881629332751e-01,3.97234181861471e-01,7.24152298565505e-01,7.98813515604849e-01,7.12505704251900e-01,5.70246622090832e-01,3.44122929554979e-01,2.43723807623229e-01,3.62801835960886e-01,3.08920375174616e-01,2.99940131710237e-01,4.53003392536420e-01,5.06884853322690e-01,5.06286170425065e-01,6.74176811015765e-01,4.97305926960686e-01,5.29036120534823e-01,4.92915585711435e-01,1.50680544435548e-01,0.00000000000000e+00,5.68388043768348e-01,2.01414464905258e-01,2.14104617026955e-01,2.12436615959434e-01
